content
"Midnights is a collage of intensity, highs and lows and ebbs and flows. Life can be dark, starry, cloudy, terrifying, electrifying, hot, cold, romantic or lonely. Just like Midnights. Which is out now"
"this is our first album we’ve done with just the two of us as main collaborators. We were so lucky to also work with @sam_dew, @sounwave, Lana Del Rey, @Jahaansweet, @thekeanubeats, William Bowery, and @ZoeKravitz. @Sharp_Stick was our excellent engineer."
Midnights is a wild ride of an album and I couldn’t be happier that my co pilot on this adventure was @jackantonoff. He’s my friend for life (presumptuous I know but I stand by it) and we’ve been making music together for nearly a decade HOWEVER…  https://t.co/jjqUNkGSme https://t.co/v7LboJJ9Ik
"Here’s the teaser trailer for the videos I’ve made for Midnights 🌌 Thank you @amazonmusic for premiering this, the first video for Anti-Hero will be out tomorrow at 8am ET. And Midnights will be here SO SOON!!! https://t.co/jjqUNkpPke https://t.co/xzmqXa5Cqy"
Midnights teaser trailer tonight during the 3rd quarter of Thursday Night Football on @primevideo so … meet me there? https://t.co/hr8ii9Oinj
Our last midnight before Midnights… 🥹🌌  https://t.co/jjqUNkpPke https://t.co/d3geVkYUVp
"Midnights, the stories of 13 sleepless nights scattered throughout my life, will be out October 21. Meet me at midnight.  Pre-order now: https://t.co/jjqUNkphuG https://t.co/Fh96zK8vro"
"I’m absolutely terrified that this is where we are - that after so many decades of people fighting for women’s rights to their own bodies, today’s decision has stripped us of that. https://t.co/mwK561oxxl"
I wrote this one alone in the middle of the night and then @AaronDessner and I meticulously worked on a sound that we felt would be authentic to the moment when this story takes place. I made a wish that one day you would hear it. ‘Carolina’ is out now 🥺  https://t.co/2xqE0fEr10
"About a year &amp; half ago I wrote a song about the story of a girl who always lived on the outside, looking in. Figuratively &amp; literally. The juxtaposition of her loneliness &amp; independence. Her curiosity &amp; fear all tangled up. Her persisting gentleness &amp; the world’s betrayal of it. https://t.co/2o1z8Hrht6"
"Filled with rage and grief, and so broken by the murders in Uvalde. By Buffalo, Laguna Woods and so many others. By the ways in which we, as a nation, have become conditioned to unfathomable and unbearable heartbreak. Steve’s words ring so true and cut so deep. https://t.co/Rb5uwSTxty"
PS I wrote this tweet all by myself in case you were wondering 😑
@DamonAlbarn I was such a big fan of yours until I saw this. I write ALL of my own songs. Your hot take is completely false and SO damaging. You don’t have to like my songs but it’s really fucked up to try and discredit my writing. WOW. https://t.co/t6GyXBU2Jd
"*don’t say it, don’t say it OKAY I’m saying it:* I’M FEELIN 32. And Alana is feeling 30. Don’t worry we tested everyone! Thank you so much for the birthday wishes, I love you all so much 🥰🥲🎂 https://t.co/X43eHWMlKJ"
"NO PROBLEMS TODAY JUST CHAMPAGNE🥂 I wanted to share this video with you from when @aaron_dessner and I were doing our fittings for the video and there was a piano, so ofc this happened. SO stoked evermore has been honored like this. Congrats to all our fellow nominees #GRAMMYs https://t.co/e50IShhoe6"
"THANK YOU to the team that made All Too Well (the 10 min): The ultimate craftsman of songs that sound epic @jackantonoff, bad ass @Sharp_Stick, @rowedizzle and @lizrose06! Love you all. ♥️"
I’m so proud of this song and the memories I have with you guys because of it. You truly chose this one and now you did THIS?! I’m floored. A ten minute song is at the top of the Hot 100.🤯
*FERAL SCREECH* https://t.co/YYhcecLUfm
"Carole, you and your music mean more to me than I could ever sum up in a speech or a performance. But I TRIED. #RockHall2021 tomorrow at 8pm ET    📷: @GettyImages https://t.co/XcllXMJAjt"
One of the saddest songs I’ve ever written just got sadder 🙃Drove up to Long Pond Studios to record All Too Well (Sad Girl Autumn Version) with the besties @aaron_dessner @heyjonlow   https://t.co/UnbELgJGAi https://t.co/Z1XK2zQkwf
"So grateful for @Miles_Teller for being the greatest dance partner and friend to me. And @keleighteller, who is the coolest living human on planet earth. The bride was willing to risk it all 🥰🧣 https://t.co/PXHlKCo1iF"
The first ever performance of All Too Well (10 min version) was at the AMC 13 theater in front of 400 fans. We recorded the acoustic performance so now we can all experience it together 🥲 It’s available here https://t.co/H55gVedcRh https://t.co/ntDSDI9tYV
The reddest video EVER is out now. Directed by @blakelively who SMASHED it just like I smashed this cake.  https://t.co/Gm4xT1vuNk https://t.co/G0T66YdzMz
"SURPRISE! NEW MUSIC VIDEO TOMORROW at 10am ET 🚨 I finally got to work with the brilliant, brave, &amp; wickedly funny @blakelively on her directorial debut. Join us as we raise a toast, and a little hell.   https://t.co/Gm4xT1vuNk https://t.co/2Qh7KEVUpD"
Loving him was Redd. 😘 https://t.co/41iOOoB0qK
It’s the 13th and I get to play on @nbcsnl tonight with host Jonathan Majors 😆 https://t.co/YrJGQpZKfR
🤯🤯🤯🤯 https://t.co/NeHganujLO
"I can’t begin to express my gratitude to Sadie and Dylan for giving us everything they had in order to tell this story. All Too Well The Short Film is out on YouTube, and showing all week at the AMC 13 theater in NYC. For you, from us. ♥️  https://t.co/YzOtPK5Hzd https://t.co/gniDuc8KlF"
🥺🥺♥️♥️ https://t.co/rBfggzknSi
Any time now…. (20 minutes til the all too well short film premiere!!!!) #alltoowelltheshortfilm 🧣  https://t.co/YzOtPK5Hzd
I AM ALL TOO UNWELL 🥲 https://t.co/d9jArYsTSs
"It never would have been possible to go back &amp; remake my previous work, uncovering lost art &amp; forgotten gems along the way if you hadn’t emboldened me. Red is about to be mine again, but it has always been ours. Now we begin again. Red (my version) is out  https://t.co/ZUAWDuv4jL https://t.co/Ji26KdOlWQ"
This is my last day of life before #RedTaylorsVersion. Midnight. Tonight. https://t.co/Mgzlx3Qg3z
"Shot on 35mm film with cinematography by the brilliant @the_rinayang. Plan your watch parties or grab your blanket and curl up into a ball. However you want to watch All Too Well The Short Film, it’ll be out tomorrow on YouTube at 7pm Eastern. 🥲   https://t.co/YzOtPK5Hzd https://t.co/SWAlziJ6bC"
November 12. Remember it.   @SadieSink  @dylanobrien https://t.co/fTAd8dItX0
"can’t talk right now, I’m doin hot squirrel shit 🐿  #halloween2021  #HalloweenTaylorsVersion https://t.co/N6asoXfGlB"
"Darling, let’s run ♥️♥️♥️♥️ https://t.co/adVpsOaAC7"
Got some news that I think you’re gonna like - My version of Red will be out a week earlier than scheduled (including the 4 disc vinyl) on November 12th ! Can’t wait to celebrate the 13th with you and our new/old autumn heartbreak album🧣😍 🎥 🎥  https://t.co/FVp6xizaOG
"It’s true, I signed them all and it’s also true that I may never write the same again, as my hand is now frozen in the permanent shape of a claw. All for you 😘 https://t.co/mnSkHyNCy6"
"Hi! Saw you guys got Wildest Dreams trending on tiktok, thought you should have my version 😘😘😘😘  https://t.co/dZSBbSCcxV https://t.co/MecFvUPNJb"
@arloparks @MercuryPrize This is so well deserved. Your album is stunning ❤️❤️❤️❤️
"What a beautiful moment, CONGRATULATIONS ANITA!! 🥲🥲👏👏 https://t.co/oUTjh8lGND"
"I’m blown away by @halsey’s artistry and commitment to taking risks. Giving us all a brave new era to dive into and explore together. If I can’t have love, I want power is out now- please stream and buy the album!! https://t.co/ZZXXLuh1D7"
My buddy @aaron_dessner got us all together to make “how long do you think it’s gonna last?” and it would be very smile-inducing for us if you checked it out. 😘 @BRMadjv   https://t.co/HRJRqFAMPD https://t.co/kzjgJ2bts7
Red (my version) vinyl is up for presale on my site and oh I’m on tiktok now let the games begin 😺 #SwiftTok   https://t.co/qyzr8cv3KS
"We’ll also be making a bunch of new ones too, since Red (Taylor’s Version) includes so many songs you haven’t heard yet. Till then, I’ll be counting down and picturing it all in my head. In burning red."
"Congrats pals, you guessed the titles and ft. artists on Red (my version). The vault tracks will ft. @ChrisStapleton, @phoebe_bridgers, @mistersmims &amp; @edsheeran❗️I can’t wait to dust off our highest hopes &amp; relive these memories together. Pre-order now https://t.co/5VduTiOaKB https://t.co/3BjCzI7Wag"
Your next clue will be in the spot where you hear red…
*presses post* *cackles maniacally*  Level: casually cruel in the name of being honest https://t.co/Tf0ahCMql8
"I cried watching YOU. I feel so lucky to have gotten to watch you all these years, but this week was a lesson in emotional intelligence and resilience. We all learned from you. Thank you. https://t.co/VQxyeEf0mJ"
It’s august 🥰
"To say thank you for all you have done to make this album what it was, I wanted to give you the original version of The Lakes. Happy 1 year anniversary to Rebekah, Betty, Inez, James, Augustine and the stories we all created around them. Happy Anniversary, folklore. 🌿"
It’s been 1 year since we escaped the real world together and imagined ourselves someplace simpler. With tall trees &amp; salt air. Where you can wear lace nightgowns that make you look like a Victorian ghost &amp; no one will side eye you cause no one is around https://t.co/4Gfmh9hXDs https://t.co/MmsujVaV83
You wouldn’t be the first renegade to need somebody 🌹   Collage by Graham Tolbert Photo by James Reynolds https://t.co/nVcvyiubyX
"When @Aaron_Dessner came into my life, I was ushered into his world of free-flowing creativity where you don’t overthink, you just make music. A song we wrote for his project @BRMadjv (which also features ⚡️Justin Vernon✨) is out! It’s called Renegade. https://t.co/qisY2CQ0bJ https://t.co/PzTMNyskDS"
"Happy Father’s Day to all the dads but mostly mine, who called me yesterday to remind me he still has guitar picks from the Red Tour, ‘if they’re needed’."
"The next album that I’ll be releasing is my version of Red, which will be out on November 19. This will be the first time you hear all 30 songs that were meant to go on Red. And hey, one of them is even ten minutes long🧣 https://t.co/FOBLS5aHpS https://t.co/6zWa64Owgp"
I LOVE YOU MOM https://t.co/hmLe8ZRTjm
"This one hit me hard. I’m so in my feelings (more so than usual!) over what you all did here for evermore. Blown away by how much you care, and how long we’ve been caring about each other. ♥️♥️♥️♥️ Love you, so very much. https://t.co/E920qQg9vc"
@benstafford100 Ahhhh Ben thank you!! Hope you have a great day 🤗🤗🤗🤗
"@alltaywell1 You are so sweet to do this, thank you! And thanks for saying that, you guys give me so much to look forward too 😘😘😘😘"
@caitiets13 You’re wonderful!! Thank you Caitie!! *sends virtual hug* 🤗
"@_eyesopen13 Good luck, sending all the good vibes your way!!! 🤞"
@swiftiegrandma All three!!! You’re amazing❣️❣️❣️❣️
@swiftieboston Thank you Bobby!!! Love the hoodie too ☺️
Put her on repeat for a good time but if you don’t want to have a good time there’s always champagne problems &amp; every other song on evermore so you can get deep in your deepest feelings. ♥️
"You guys went and did the nicest thing this week and broke the record for biggest vinyl sales week.. like ever? NOW WE DAHNCE. The willow (90’s trend remix) is a thank you from me, available today only on my site 🥰 https://t.co/zSHpnhUlLb https://t.co/susqoeHS4B"
@kalob_3x89 FANTASTIC PICTURE!! Love seeing you smile like that! Happy Pride Month to you too! 🏳️‍🌈
@DanaBrigoli Yayyyy!!!! You’re so awesome! Thank you ❤️
"@marjoriesmays @taylornation13 @ameliafrey_ You just put a smile on my face, thank you so much. Love this, marjorie ❣️"
@whereyouleftmir Love this!!! So glad you like that one! This photo is so precious and joyful 😘
"@mikdonalds__ Evermore doubles as a zoom backdrop, pass it on. This pic is so cute!!"
@LoverLondonGirl That’s basically the evermore song storyline! Lonely witch comes inside from the cold and feels cozy! You nailed it
@feelsoswifty Happiness over here too ☺️☺️☺️☺️ thanks buddy
@ellalovertay CONGRADUATIONS BABIES !!!!!!!!!!!!!
"@thisisabbytryin cowboy like me is low key my fav to dramatically sway to, thank you for appreciating that one !!! 🤠"
@samanthtweets I see what you did there 😸
@worshipthisluv_ It’s nice to have a friend 😍
evermore is lonely at the store and wants you to take her home 🥺 https://t.co/OBQveGJMwy
🌈 https://t.co/4PUvHV2Rl0
"*Clover blooms in the fields/spring breaks loose/the time is near...* EVERMORE ALBUM VINYL IS OUT TODAY!! You can get it at your fav indie record store, Target, Walmart &amp; Amazon ✨ and if you’re feeling even more generous, go ahead and stream it too! That would be cool! https://t.co/Xd1LWNAjB5"
I got a list of names and yours is in... glittery gel pen with hearts drawn around it 😇 @Maisie_Williams @wiffygriffy @Olivia_Rodrigo https://t.co/EgT50dBa7n
We meet up every Tuesday night for dinner and a glass of wine 🍷 https://t.co/HT8yj2oJL7
"Spinning in my highest heels, luv  #BRITs https://t.co/1TMBoCZ6Do"
CONGRATS @lanawilson 😇😇😇 !!! And a million hugs to the fans who made this happen! https://t.co/YMRWLZTWaa
Been in the studio all day recording the next one - it’s really so amazing what you all have done here. 🙏🙏🙏 https://t.co/rxa5njMn0z
I wanted to say thank you to you so today I will be addressing a very pressing issue. 🐈🐈‍⬛❓ https://t.co/kBUybYoV2W
WELL WELL WELL you all really went out and left my greatest expectations in shambles this week.😆 Word on the street is you made Fearless (my version) the biggest country album 1st week of the last 6 years &amp; the top release of 2021 so far. Honestly?? How?? Did I get this lucky??
Said hey to Stephen the other day   @StephenAtHome  @colbertlateshow https://t.co/AfM0o08MDd
This is more than perfectly fine 😄 @amazonmusic https://t.co/buTDyt52RX https://t.co/BSn7TGH3Ts
You can listen to That’s When (feat. @KeithUrban) and You All Over Me (feat. @MarenMorris) on the Today’s Country playlist on @AppleMusic! 💛 https://t.co/aHyZsfAQJY https://t.co/PY7qnJTKMl
It was the night things changed. Fearless (Taylor’s Version) is out now: https://t.co/Sw5JzYR4cS https://t.co/SoJRNdPfho
You ok? NO cause I sent my two kids @Olivia_Rodrigo and @conangray my new version of You Belong With Me and THEY ARE SO CUTE IT PHYSICALLY HURTS ME  ((Album out at midnight!)) https://t.co/yDJusP8TAs
"Me in 2020: life is chill, writing songs based in fiction to avoid drama, feeling pretty grown up   My 2008 music from the vault, in a goblin voice: “REELEEEEEEASE MR PERFECTLY FIIIIIIINE”   https://t.co/PCexr31q9x"
"I’m counting down the minutes til we can all jump into this brave world together, filled with equal parts nostalgia and brand newness.   Head first, Fearless 💛"
"I’m really honored that @KeithUrban  is a part of this project, duetting on That’s When and singing harmonies on We Were Happy. I was his opening act during the Fearless album era and his music has inspired me endlessly."
"You cracked the codes and guessed all the From The Vault titles. 👏👏👏 Here’s the full track list, my friends. https://t.co/lC3awlRmm2"
The vault door is about to be as unhinged as you’ll think I am after you watch this video.  Level: Expert  Happy decoding! https://t.co/xBXBXGVcdb
You All Over Me (feat. @MarenMorris) (From The Vault) and Love Story (Taylor’s Version) - Elvira Remix are out now because in this house we dance and cry at the SAME TIME 💛😭💃   https://t.co/LypMvvtRtZ https://t.co/VHwv61UNy4
"@IAMANITABAKER I’m cheering you on in your fight to get back your work, and appreciate your support so much!! Thank you 🙏 💗"
You All Over Me is produced by Aaron Dessner and co-written by Scooter Carusoe - can’t wait for you to hear it 💛
"One thing I’ve been loving about these From The Vault songs is that they’ve never been heard, so I can experiment, play, and even include some of my favorite artists. I’m really excited to have @MarenMorris singing background vocals on this song!! ☔️"
HI. I wanted to let you know that the first “From the Vault” song I’m releasing from Fearless (Taylor’s Version) comes out tomorrow at midnight eastern. It’s called You All Over Me (From The Vault). https://t.co/0GdNXHvPM0
a marvelous time 🥲 https://t.co/V6e3NHVFml
"The fans are the reason we’re floating tonight, and we’ll never forget it. https://t.co/njcuumt52u"
@DavidArchie I LOVE THIS!!! 🤩🤩🤩
"Hey Ginny &amp; Georgia, 2010 called and it wants its lazy, deeply sexist joke back. How about we stop degrading hard working women by defining this horse shit as FuNnY. Also, @netflix after Miss Americana this outfit doesn’t look cute on you 💔 Happy Women’s History Month I guess https://t.co/2X0jEOXIWp"
I miss you terribly and can’t wait til we can all safely be at shows together again 💘 https://t.co/q3T23FCpMn
YES!!! Fingers crossed and praying that the Senate will see trans and lgbtq rights as basic human rights. 🏳️‍⚧️🏳️‍🌈🇺🇸 https://t.co/Nb19UGXgY3
@NBAonTNT @JimmyButler @DwyaneWade 13/10 😺
The mood board for the gasoline remix is just this one photo https://t.co/G4ziCaPond
Cancel the DNA test I’m the 4th Haim sister and this song is the only proof I need  #GasolineRemix https://t.co/GWwMxZEBsT
💕🙏🙏 https://t.co/0oBYc85OQs
My new version of Love Story (Taylor’s Version) is out now  💛💛 Get it instantly when you pre-order Fearless (Taylor’s Version)  https://t.co/NqBDS6cGFl https://t.co/KdHdZXnWbP
"In my mind all of the evermore and folklore album ladies are a part of the same universe, so I put them in a playlist together 💛💛 https://t.co/Z7XXO5aO5m https://t.co/nZuNusLFtb"
the “forever is the sweetest con” chapter is out now 💛💛  https://t.co/pUCyQgU5Sg https://t.co/krn2QT4ooX
A new album means new chapters ✨ the “dropped your hand while dancing” chapter is out now: https://t.co/cIOFqPxngy https://t.co/FtOPkB2cnR
"The first is a song about a girl who stayed forever in the exact spot where her heart was broken, completely frozen in time. “it’s time to go” is about listening to your gut when it tells you to leave. How you always know before you know, you know? 🍂"
the evermore deluxe album with 2 bonus tracks “right where you left me” and “it’s time to go” is now available! https://t.co/IAAy6Yc1pD https://t.co/nLcCdDibce
"bye 2020, it’s been weird. https://t.co/vQoZVSamkB"
boxing day 📦 https://t.co/c6XADs4GZe
@katyperry THIS IS GENIUS https://t.co/NshAzSYA71
Guys. Seriously. Thank you for doing this. https://t.co/CnqmuxXyuh
"Everyone stream/buy McCartney III because it’s excellent but also because Paul is the kind of friend who steps in to help you when your boot is stuck. If not for him, it would still be on there. 👢😂 https://t.co/Mbz4t6sWwe"
"Footage of evermore, folklore and lover hearing this news 😆🎉 https://t.co/mynirRgPSN https://t.co/707cacSeBL"
"I’m a huge fan of these two already but seeing them create magic in the studio together just makes me even more excited to hear what they do in the future - absolutely love this, what a gift 🎁🥺🥰 https://t.co/hTTIhuM3pq"
"My dad watched this interview and said ‘@zanelowe knows you maybe even better than you know yourself’. So while I spend years processing that possibility, here’s the video of our chat! https://t.co/mguXdYz4z4 @AppleMusic https://t.co/qdgtQ61EyI"
Ever find yourself waiting for the signal &amp; meeting someone after dark &amp; happening upon a majestic coven in the woods? Me neither but do you want your 🎶 to make you FEEL like that? Then the “willow moonlit witch version” is for you. https://t.co/PW8GKyjmKR https://t.co/KiLB0OMfjf
"One of my favorite parts of directing is the prep phase: writing a treatment, a shot list, &amp; working with an animator to storyboard it out ahead of time. Thanks to illustrator Vincent Lucido we check off shots as we go. See before &amp; after the willow video: https://t.co/Djf9bNT1Qs https://t.co/GZG80aZtVt"
OMG folklore and evermore 😍 https://t.co/h0ijzmot8h https://t.co/sVNOBkf74t
"Witches be like “Sometimes I just want to listen to music while pining away/sulking/staring out a window.” It’s me. I’m witches. Never fear, the “willow lonely witch remix” is here. 🔮 https://t.co/bJwRyvIOeM https://t.co/NtpYsohJds"
@rainnwilson https://t.co/2mvssgh2yW
https://t.co/3rEochZXRl https://t.co/kht0GAen9M
"This is such a thoughtful tribute, not only to the song “Marjorie”, but to Marjorie herself. Thank you so much @robsheff 🥲 https://t.co/1Rb6Y2wUWO"
"@AbbyWambach Just saw this and GRINNED!! Tell Tish hi and thanks for remembering my birthday!! You, my friend, are a champion in every way. And Glennon’s writing has been a huge help to me this year, what a luminary she is.🙏 Sending my love to your family!!"
"@halsey Me reading this tweet, ilysm https://t.co/0KcoeXd7rV"
"Not to be all ‘iTs mY BiRtHdAY &amp; I jUsT wAnNa DaNcE’ but... it is and I do. So here’s the willow dancing witch version, remixed by Elvira, a bad ass female producer I really respect 💪💃 https://t.co/RoTpC5w2de https://t.co/NkrTlqbSqZ"
Speechless over this. 🙏🙏🙏 Thank you @variety https://t.co/AC08Y8g8SP
"This review turned me into an actual weeping willow, thank you @rollingstone 🍂♥️🍁 https://t.co/f1WcdPYZ8E"
"@yelyahwilliams This made my heart race/double in size/turn into a confetti cloud of petals, thank you so much. You’re incredible. And this was so nice to read 🥺🥰"
"@Mattberninger @aaron_dessner @TheNational Might print that out and hang it on my ‘most charming tweets’ wall. I’m a @TheNational mega fan, I have all the merch, and making music with you is an absolute THRILL. Thanks a million 🎡🎢🎠"
"Get 2 bonus tracks “right where you left me” + “it’s time to go” on the physical deluxe edition of evermore. There’s also an exclusive, digital booklet that comes with all digital downloads of the album including some super cool WOODSY PICS! https://t.co/QYMUTL0IAj https://t.co/Acf5Xa2iTp"
life was a willow and it bent right to your wind. The #willowMusicVideo is out now! https://t.co/HLEnRDk21i  📷: Max Wanger https://t.co/YP1cmnrii1
"I have no idea what will come next. I have no idea about a lot of things these days and so I’ve clung to the one thing that keeps me connected to you all. That thing always has and always will be music. And may it continue, evermore. evermore is out now: https://t.co/QYMUTL0IAj https://t.co/tlSmahDkBi"
The #willowMusicVideo premieres in 1 hour! About to answer some questions in the premiere page chat so follow me there: https://t.co/HLEnRDk21i https://t.co/llb1iL2bQl
I’ll see you guys in the YouTube premiere page chat before midnight to answer some questions 🧙‍♀️
"...editor Chancler Haynes, set designers Ethan Tobman and Regina Fernandez and visual effects geniuses Grant Miller and David Lebensfeld. Thank you to our medical inspector who made sure every precaution was taken for our safety."
"I’m forever grateful to the following creatives who have helped and guided me to be able to direct my own videos: Cinematographer Rodrigo Prieto, producer Jil Hardin, 1st AD Joe ‘Oz’ Osbourne, Co-1st AD Ev Salomon, Exec Producer Rebecca Skinner…"
"Tonight the story continues, as the music video for “willow” drops at midnight eastern. https://t.co/T3o0nsANpY"
"All *digital downloads* of the album will include an exclusive, digital booklet with 16 brand new photos. You can pre-order evermore now at https://t.co/QYMUTL0IAj"
"There are 15 tracks on the standard edition of evermore, but the deluxe physical edition will include two bonus tracks - “right where you left me” and “it’s time to go” ⌛️"
"I also know this holiday season will be a lonely one for most of us and if there are any of you out there who turn to music to cope with missing loved ones the way I do, this is for you."
"Ever since I was 13, I’ve been excited about turning 31 because it’s my lucky number backwards, which is why I wanted to surprise you with this now. You’ve all been so caring, supportive and thoughtful on my birthdays and so this time I thought I would give you something! https://t.co/wATiVSTpuV"
"And I loved creating these songs with Aaron Dessner, Jack Antonoff, WB, and Justin Vernon. We’ve also welcomed some new (and longtime) friends to our musical kitchen table this time around..."
I loved the escapism I found in these imaginary/not imaginary tales. I loved the ways you welcomed the dreamscapes and tragedies and epic tales of love lost and found into your lives. So I just kept writing them.
"I’ve never done this before. In the past I’ve always treated albums as one-off eras and moved onto planning the next one after an album was released. There was something different with folklore. In making it, I felt less like I was departing and more like I was returning."
"To put it plainly, we just couldn’t stop writing songs. To try and put it more poetically, it feels like we were standing on the edge of the folklorian woods and had a choice: to turn and go back or to travel further into the forest of this music. We chose to wander deeper in."
"I’m elated to tell you that my 9th studio album, and folklore’s sister record, will be out tonight at midnight eastern. It’s called evermore.  📷: Beth Garrabrant https://t.co/xdej7AzJRW"
Over here in folkloreland we feel great about it. Thanks @latimes!🌲🌲🌲🌲🌲🌲🌲🌲🌲 https://t.co/YcCMv2zcaZ
Got to do this shoot with my folklore co-conspirator Beth Garrabrant &amp; talk to @AlexJSuskind for @EW. Thank you to @StellaMcCartney for the lewks. Mr. Horse told me personally he was stoked knowing no animals were harmed in the making of Stella’s clothes🐴 https://t.co/aKTa5SQC4c https://t.co/N7NT6HZ6MU
"@_DionneWarwick I just saw that you tweeted me!! I’m a huge fan and I respect you so much, thank you for wishing me well. I hope you have a wonderful holiday season, thank you for spreading joy 💕🥰🙏"
*cries in cottagecore* *screams in soft lullabies* *throws self to the base of a willow tree by a reflection pool at midnight* Thanks @rollingstone 🥺🥰🙏 https://t.co/gLDp7yUUtp
"It’s the 13 on the dice for me 💁🏼‍♀️🎲 Thanks Spotify, this is cute cute CUTE. I also thought I’d mention that @jackantonoff lovingly refers to people who like the song august as ‘august heads’. It felt relevant here. https://t.co/7qQFJmQdLe"
"Okay so while my new re-records are NOT done, my friend @VancityReynolds asked me if he could use a snippet of one for a LOLsome commercial he wrote so...here’s a sneak peak of Love Story! Working hard to get the music to you soon!! https://t.co/0vBFXxaRXR"
retweet 4ever https://t.co/VTumknIbGC
@amitoowell131 I’m so happy you liked it. I miss you guys terribly and am gonna keep trying to find ways to keep us connected during these times. I promise. #folkloreOnDisneyPlus
"@sheroseslowly Confirmed: the woman was, in fact, mad. 😂 #folkloreOnDisneyPlus"
"@stateofarabella @taylornation13 ah yes, the FolkGLARE. 😈 #folkloreOnDisneyPlus"
@adrienchanted Yeah that one scalds. Like why is it so sad?? I remember finishing that bridge and thinking it was like level 7 sad. But. It’s a 13. #folkloreOnDisneyPlus
@LydsEpp @taylornation13 It really slipped away into a moment of time didn’t it. ☀️ #folkloreOnDisneyPlus
@luvyoutosaturn @taylornation13 @cinnamn13 Wowwwwww thank you so much. I’m so glad you like that one. #folkloreOnDisneyPlus
"@elincomprendid @taylornation13 Yeah, talking to Jack about life is one of my all time favorite hobbies. He’s always curious, always wondering how to keep learning and growing. He’s the best 😆 #folkloreOnDisneyPlus"
@thinkzakkIknows @taylornation13 I take that as the highest compliment in existence. 😭😭😭🥺🥺🥺 #folkloreOnDisneyPlus
"@tayismyfalsegod @taylornation13 Thank you so much, I’m glad. Folklore is partly personal, partly fictional so I wanted there to be some time for everyone to assign it to their own experiences before I really weighed in about mine. Ya know? #folkloreOnDisneyPlus"
